x,y
4.6142,-0.2640
4.6140,-0.2848
4.6137,-0.3057
4.6134,-0.2959
4.6131,-0.2862
4.6129,-0.2764
4.6126,-0.2667
4.6123,-0.2816
4.6120,-0.2965
4.6118,-0.3114
4.6115,-0.3263
4.6112,-0.3361
4.6109,-0.3458
4.6107,-0.3556
4.6104,-0.3653
4.6101,-0.3694
4.6098,-0.3734
4.6096,-0.3775
4.6093,-0.3816
4.6090,-0.4622
4.6087,-0.5429
4.6085,-0.5325
4.6082,-0.5221
4.6079,-0.4946
4.6076,-0.4671
4.6074,-0.4396
4.6071,-0.4122
4.6068,-0.3464
4.6065,-0.2806
4.6063,-0.2053
4.6060,-0.1301
4.6057,-0.1459
4.6054,-0.0099
4.6052,0.0919
4.6049,0.1027
4.6046,0.0437
4.6043,-0.0153
4.6041,-0.0799
4.6038,-0.1446
4.6035,-0.1352
4.6032,-0.1259
4.6030,-0.2076
4.6027,-0.2893
4.6024,-0.2783
4.6021,-0.2672
4.6019,-0.2562
4.6016,-0.2451
4.6013,-0.1743
4.6010,-0.1035
4.6008,-0.0327
4.6005,0.0382
4.6002,0.0189
4.5999,-0.0004
4.5997,-0.0653
4.5994,-0.1301
4.5991,-0.2148
4.5988,-0.2996
4.5986,-0.2933
4.5983,-0.2870
4.5980,-0.2415
4.5977,-0.1961
4.5975,-0.2417
4.5972,-0.2873
4.5969,-0.2646
4.5966,-0.2420
4.5964,-0.2193
4.5961,-0.1966
4.5958,-0.2090
4.5955,-0.2214
4.5953,-0.2339
4.5950,-0.2463
4.5947,-0.2388
4.5944,-0.2313
4.5942,-0.2238
4.5939,-0.2163
4.5936,-0.1984
4.5933,-0.1805
4.5931,-0.1987
4.5928,-0.2169
4.5925,-0.2018
4.5922,-0.0351
4.5920,0.1374
4.5917,0.3099
4.5914,0.3548
4.5911,0.3997
4.5909,0.4446
4.5906,0.4895
4.5903,0.5117
4.5900,0.5338
4.5898,0.5560
4.5895,0.5781
4.5892,0.5802
4.5889,0.5823
4.5887,0.4934
4.5884,0.4044
4.5881,0.3667
4.5878,0.3289
4.5876,0.2912
4.5873,0.2535
4.5870,0.1868
4.5867,0.1202
4.5865,0.0535
4.5862,-0.0132
4.5859,-0.0362
4.5856,-0.0592
4.5854,-0.0823
4.5851,-0.1053
4.5848,-0.1128
4.5845,-0.1202
4.5843,-0.0367
4.5840,0.0469
4.5837,0.0546
4.5834,0.0623
4.5832,0.0245
4.5829,-0.0133
4.5826,-0.0065
4.5823,0.0002
4.5821,0.0525
4.5818,0.1048
4.5815,0.0964
4.5812,0.0880
4.5810,-0.0115
4.5807,-0.1110
4.5804,-0.1323
4.5801,-0.1537
4.5799,-0.1750
4.5796,-0.1964
4.5793,-0.1883
4.5790,-0.1802
4.5788,-0.1722
4.5785,-0.1641
4.5782,-0.1542
4.5779,-0.1442
4.5777,-0.1798
4.5774,-0.2153
4.5771,-0.1542
4.5768,-0.0930
4.5766,-0.1229
4.5763,-0.1527
4.5760,-0.0269
4.5757,0.0989
4.5755,0.1734
4.5752,0.2480
4.5749,0.3767
4.5746,0.4143
4.5744,0.5069
4.5741,0.4477
4.5738,0.2965
4.5735,0.2971
4.5733,0.3546
4.5730,0.4121
4.5727,0.4203
4.5724,0.4285
4.5722,0.4367
4.5719,0.4448
4.5716,0.4326
4.5713,0.4204
4.5711,0.3172
4.5708,0.2139
4.5705,0.1239
4.5702,0.0339
4.5700,-0.0561
4.5697,-0.1461
4.5694,-0.1491
4.5691,-0.1520
4.5689,-0.1550
4.5686,-0.1579
4.5683,-0.1989
4.5680,-0.2398
4.5678,-0.2807
4.5675,-0.3216
4.5672,-0.2918
4.5669,-0.2621
4.5667,-0.2324
4.5664,-0.2026
4.5661,-0.1843
4.5658,-0.1660
4.5656,-0.1476
4.5653,-0.1293
4.5650,-0.1576
4.5647,-0.1860
4.5645,-0.2144
4.5642,-0.2427
4.5639,-0.1819
4.5636,-0.1211
4.5634,-0.1514
4.5631,-0.1817
4.5628,-0.2292
4.5625,-0.2768
4.5623,-0.3244
4.5620,-0.3720
4.5617,-0.3712
4.5614,-0.3704
4.5612,-0.4606
4.5609,-0.5509
4.5606,-0.5648
4.5603,-0.5787
4.5601,-0.5471
4.5598,-0.5154
4.5595,-0.4923
4.5592,-0.4692
4.5590,-0.4462
4.5587,-0.4231
4.5584,-0.3794
4.5581,-0.3357
4.5579,-0.2921
4.5576,-0.2484
4.5573,-0.2427
4.5570,-0.2370
4.5568,-0.2313
4.5565,-0.2255
4.5562,-0.2072
4.5559,-0.1890
4.5557,-0.1707
4.5554,-0.1524
4.5551,-0.2176
4.5548,-0.2827
4.5546,-0.3479
4.5543,-0.4131
4.5540,-0.4243
4.5537,-0.4355
4.5535,-0.4467
4.5532,-0.4579
4.5529,-0.4577
4.5526,-0.4576
4.5524,-0.4574
4.5521,-0.4572
4.5518,-0.4573
4.5515,-0.4573
4.5513,-0.4574
4.5510,-0.4575
4.5507,-0.4347
4.5504,-0.4120
4.5502,-0.3893
4.5499,-0.3666
4.5496,-0.3600
4.5493,-0.3535
4.5491,-0.3469
4.5488,-0.3403
4.5485,-0.3565
4.5482,-0.3727
4.5480,-0.3889
4.5477,-0.4050
4.5474,-0.4577
4.5471,-0.5105
4.5469,-0.5632
4.5466,-0.6159
4.5463,-0.5851
4.5460,-0.5543
4.5458,-0.5236
4.5455,-0.4928
4.5452,-0.4574
4.5449,-0.4221
4.5447,-0.3867
4.5444,-0.3513
4.5441,-0.3938
4.5438,-0.4362
4.5436,-0.4786
4.5433,-0.5210
4.5430,-0.5634
4.5427,-0.6058
4.5425,-0.5629
4.5422,-0.5199
4.5419,-0.4542
4.5416,-0.4796
4.5414,-0.6301
4.5411,-0.6289
4.5408,-0.6283
4.5405,-0.6277
4.5403,-0.6176
4.5400,-0.6076
4.5397,-0.5557
4.5394,-0.5039
4.5392,-0.4521
4.5389,-0.4003
4.5386,-0.4045
4.5383,-0.4086
4.5381,-0.4924
4.5378,-0.5763
4.5375,-0.6221
4.5372,-0.4859
4.5370,-0.4521
4.5367,-0.4183
4.5364,-0.4736
4.5361,-0.5288
4.5359,-0.4930
4.5356,-0.4572
4.5353,-0.4195
4.5350,-0.3818
4.5348,-0.3441
4.5345,-0.3064
4.5342,-0.2753
4.5339,-0.2443
4.5337,-0.2132
4.5334,-0.1821
4.5331,-0.2042
4.5328,-0.2262
4.5326,-0.2483
4.5323,-0.2704
4.5320,-0.2525
4.5317,-0.2347
4.5315,-0.2168
4.5312,-0.1990
4.5309,-0.1982
4.5306,-0.1974
4.5304,-0.1967
4.5301,-0.1959
4.5298,-0.2508
4.5295,-0.3058
4.5293,-0.2697
4.5290,-0.2336
4.5287,-0.2601
4.5284,-0.2866
4.5282,-0.3131
4.5279,-0.3396
4.5276,-0.3621
4.5273,-0.3845
4.5271,-0.4070
4.5268,-0.4295
4.5265,-0.4292
4.5262,-0.4289
4.5260,-0.4286
4.5257,-0.4283
4.5254,-0.4330
4.5251,-0.4377
4.5249,-0.4423
4.5246,-0.4470
4.5243,-0.4138
4.5240,-0.3805
4.5238,-0.3472
4.5235,-0.3140
4.5232,-0.2535
4.5229,-0.1929
4.5227,-0.1324
4.5224,-0.0719
4.5221,-0.0645
4.5218,-0.0570
4.5216,-0.0496
4.5213,-0.0422
4.5210,0.0107
4.5207,0.0637
4.5205,0.1166
4.5202,0.1695
4.5199,0.1485
4.5196,0.1274
4.5194,0.1064
4.5191,0.0854
4.5188,-0.0046
4.5185,-0.0945
4.5183,-0.0327
4.5180,0.0292
4.5177,0.0587
4.5174,0.0883
4.5172,0.1179
4.5169,0.1475
4.5166,0.0805
4.5163,0.0136
4.5161,-0.0533
4.5158,-0.1202
4.5155,-0.1530
4.5152,-0.1858
4.5150,-0.3097
4.5147,-0.4335
4.5144,-0.3596
4.5141,-0.2856
4.5139,-0.3028
4.5136,-0.3199
4.5133,-0.3295
4.5130,-0.3390
4.5128,-0.3485
4.5125,-0.3581
4.5122,-0.3337
4.5119,-0.3094
4.5117,-0.2850
4.5114,-0.2606
4.5111,-0.2021
4.5108,-0.1436
4.5106,-0.1761
4.5103,-0.2087
4.5100,-0.2613
4.5097,-0.3139
4.5095,-0.2754
4.5092,-0.2369
4.5089,-0.1814
4.5086,-0.1258
4.5084,-0.1613
4.5081,-0.1968
4.5078,-0.1650
4.5075,-0.1332
4.5073,-0.1013
4.5070,-0.0695
4.5067,-0.0149
4.5064,0.0397
4.5062,0.0032
4.5059,-0.0332
4.5056,-0.0995
4.5053,-0.1658
4.5051,-0.2321
4.5048,-0.2983
4.5045,-0.2603
4.5042,-0.2222
4.5040,-0.2752
4.5037,-0.3282
4.5034,-0.4049
4.5031,-0.4816
4.5029,-0.4673
4.5026,-0.4529
4.5023,-0.4576
4.5020,-0.4622
4.5018,-0.4668
4.5015,-0.4714
4.5012,-0.4816
4.5009,-0.4918
4.5007,-0.5020
4.5004,-0.5122
4.5001,-0.4902
4.4998,-0.4681
4.4996,-0.4461
4.4993,-0.4240
4.4990,-0.5139
4.4987,-0.6038
4.4985,-0.5419
4.4982,-0.4800
4.4979,-0.4712
4.4976,-0.4624
4.4974,-0.4537
4.4971,-0.4449
4.4968,-0.3998
4.4965,-0.3548
4.4963,-0.4008
4.4960,-0.4468
4.4957,-0.4643
4.4954,-0.4819
4.4952,-0.4994
4.4949,-0.5170
4.4946,-0.5511
4.4943,-0.5853
4.4941,-0.6194
4.4938,-0.6536
4.4935,-0.6403
4.4932,-0.6270
4.4930,-0.6137
4.4927,-0.6004
4.4924,-0.6623
4.4921,-0.7242
4.4919,-0.6344
4.4916,-0.5445
4.4913,-0.4888
4.4910,-0.4330
4.4908,-0.4684
4.4905,-0.5037
4.4902,-0.5376
4.4899,-0.5715
4.4897,-0.6054
4.4894,-0.6393
4.4891,-0.6410
4.4888,-0.6427
4.4886,-0.6443
4.4883,-0.6460
4.4880,-0.5898
4.4877,-0.5336
4.4875,-0.4775
4.4872,-0.4213
4.4869,-0.4125
4.4866,-0.4038
4.4864,-0.3951
4.4861,-0.3863
4.4858,-0.4345
4.4855,-0.4826
4.4853,-0.4398
4.4850,-0.3969
4.4847,-0.4223
4.4844,-0.4477
4.4842,-0.4731
4.4839,-0.4985
4.4836,-0.5191
4.4833,-0.5397
4.4831,-0.4693
4.4828,-0.3989
4.4825,-0.4176
4.4822,-0.4363
4.4820,-0.4551
4.4817,-0.4738
4.4814,-0.4959
4.4811,-0.5179
4.4809,-0.5400
4.4806,-0.5620
4.4803,-0.5367
4.4800,-0.5113
4.4798,-0.4859
4.4795,-0.4605
4.4792,-0.4423
4.4789,-0.4241
4.4786,-0.4969
4.4784,-0.5697
4.4781,-0.5591
4.4778,-0.5485
4.4775,-0.5378
4.4773,-0.5272
4.4770,-0.4281
4.4767,-0.3290
4.4764,-0.3209
4.4762,-0.3129
4.4759,-0.3732
4.4756,-0.4334
4.4753,-0.4937
4.4751,-0.5540
4.4748,-0.6231
4.4745,-0.6923
4.4742,-0.6098
4.4740,-0.5272
4.4737,-0.5129
4.4734,-0.4986
4.4731,-0.4843
4.4729,-0.4700
4.4726,-0.5084
4.4723,-0.5467
4.4720,-0.4940
4.4718,-0.4413
4.4715,-0.3962
4.4712,-0.3511
4.4709,-0.3060
4.4707,-0.2609
4.4704,-0.3149
4.4701,-0.3689
4.4698,-0.3318
4.4696,-0.2948
4.4693,-0.3108
4.4690,-0.3269
4.4687,-0.3430
4.4685,-0.3590
4.4682,-0.4489
4.4679,-0.5387
4.4676,-0.4767
4.4674,-0.4148
4.4671,-0.4154
4.4668,-0.4161
4.4665,-0.4167
4.4663,-0.4174
4.4660,-0.4422
4.4657,-0.4671
4.4654,-0.4919
4.4652,-0.5167
4.4649,-0.5188
4.4646,-0.5209
4.4643,-0.5230
4.4641,-0.5250
4.4638,-0.4823
4.4635,-0.4395
4.4632,-0.3114
4.4630,-0.3351
4.4627,-0.4138
4.4624,-0.4924
4.4621,-0.4895
4.4619,-0.4866
4.4616,-0.4501
4.4613,-0.4135
4.4610,-0.4680
4.4608,-0.5225
4.4605,-0.5088
4.4602,-0.4950
4.4599,-0.4812
4.4597,-0.4674
4.4594,-0.4605
4.4591,-0.4536
4.4588,-0.4467
4.4586,-0.4398
4.4583,-0.4765
4.4580,-0.5132
4.4577,-0.5500
4.4575,-0.5867
4.4572,-0.4834
4.4569,-0.3801
4.4566,-0.3678
4.4564,-0.3556
4.4561,-0.3908
4.4558,-0.4260
4.4555,-0.4612
4.4553,-0.4963
4.4550,-0.4300
4.4547,-0.3637
4.4544,-0.2974
4.4542,-0.2311
4.4539,-0.2540
4.4536,-0.2768
4.4533,-0.2997
4.4531,-0.3225
4.4528,-0.2784
4.4525,-0.2343
4.4522,-0.2813
4.4520,-0.3282
4.4517,-0.2803
4.4514,-0.2324
4.4511,-0.1845
4.4509,-0.1366
4.4506,-0.0441
4.4503,0.0484
4.4500,0.2319
4.4498,0.4154
4.4495,0.7394
4.4492,1.0633
4.4489,1.5580
4.4487,2.1437
4.4484,2.8275
4.4481,3.6630
4.4478,4.5574
4.4476,5.4517
4.4473,6.2645
4.4470,6.8648
4.4467,7.1616
4.4465,7.1852
4.4462,7.2496
4.4459,7.3139
4.4456,7.2171
4.4454,6.9684
4.4451,6.5111
4.4448,5.7806
4.4445,4.8054
4.4443,3.8302
4.4440,2.9861
4.4437,2.2331
4.4434,1.5616
4.4432,1.0420
4.4429,0.6759
4.4426,0.4010
4.4423,0.2114
4.4421,0.1736
4.4418,0.1177
4.4415,0.0619
4.4412,0.0155
4.4410,-0.0308
4.4407,-0.0506
4.4404,-0.0704
4.4401,-0.1813
4.4399,-0.2922
4.4396,-0.3107
4.4393,-0.3292
4.4390,-0.3477
4.4388,-0.3662
4.4385,-0.3733
4.4382,-0.3804
4.4379,-0.3875
4.4377,-0.3946
4.4374,-0.3220
4.4371,-0.2495
4.4368,-0.2680
4.4366,-0.2865
4.4363,-0.3220
4.4360,-0.3576
4.4357,-0.3932
4.4355,-0.4288
4.4352,-0.4461
4.4349,-0.4635
4.4346,-0.4809
4.4344,-0.4982
4.4341,-0.4777
4.4338,-0.4571
4.4335,-0.4365
4.4333,-0.4160
4.4330,-0.4129
4.4327,-0.4099
4.4324,-0.4069
4.4322,-0.4039
4.4319,-0.4008
4.4316,-0.3978
4.4313,-0.3948
4.4311,-0.3918
4.4308,-0.4069
4.4305,-0.4220
4.4302,-0.4371
4.4300,-0.4522
4.4297,-0.4446
4.4294,-0.4369
4.4291,-0.4293
4.4289,-0.4216
4.4286,-0.3912
4.4283,-0.3608
4.4280,-0.3304
4.4278,-0.3000
4.4275,-0.2696
4.4272,-0.2392
4.4269,-0.2088
4.4267,-0.1783
4.4264,-0.1109
4.4261,-0.0434
4.4258,0.0241
4.4256,0.0915
4.4253,0.2444
4.4250,0.3972
4.4247,0.5614
4.4245,0.7256
4.4242,0.9396
4.4239,1.3358
4.4236,1.8571
4.4234,2.4695
4.4231,3.2432
4.4228,4.1079
4.4225,5.0599
4.4223,6.0118
4.4220,6.7371
4.4217,7.1589
4.4214,7.3378
4.4212,7.3346
4.4209,7.2877
4.4206,7.2409
4.4203,7.1239
4.4201,6.9158
4.4198,6.4630
4.4195,5.7066
4.4192,4.7321
4.4190,3.7576
4.4187,2.8381
4.4184,2.1008
4.4181,1.5550
4.4179,1.1003
4.4176,0.6923
4.4173,0.4665
4.4170,0.2995
4.4168,0.2235
4.4165,0.1494
4.4162,-0.0157
4.4159,-0.1752
4.4157,-0.2436
4.4154,-0.2873
4.4151,-0.3310
4.4148,-0.3690
4.4146,-0.4071
4.4143,-0.4071
4.4140,-0.4072
4.4137,-0.4073
4.4135,-0.4074
4.4132,-0.4483
4.4129,-0.4892
4.4126,-0.5300
4.4124,-0.5709
4.4121,-0.5739
4.4118,-0.5768
4.4115,-0.5797
4.4113,-0.5827
4.4110,-0.5766
4.4107,-0.5705
4.4104,-0.5644
4.4102,-0.5584
4.4099,-0.5295
4.4096,-0.5007
4.4093,-0.4718
4.4091,-0.4430
4.4088,-0.4767
4.4085,-0.5105
4.4082,-0.5442
4.4080,-0.5779
4.4077,-0.6116
4.4074,-0.6454
4.4071,-0.6791
4.4069,-0.7128
4.4066,-0.6778
4.4063,-0.6428
4.4060,-0.6077
4.4058,-0.5727
4.4055,-0.6060
4.4052,-0.6392
4.4049,-0.5814
4.4047,-0.5236
4.4044,-0.5940
4.4041,-0.6644
4.4038,-0.6437
4.4036,-0.6230
4.4033,-0.6668
4.4030,-0.7106
4.4027,-0.6633
4.4025,-0.6161
4.4022,-0.5793
4.4019,-0.5425
4.4016,-0.5967
4.4014,-0.6510
4.4011,-0.6711
4.4008,-0.6911
4.4005,-0.7018
4.4003,-0.7124
4.4000,-0.7638
4.3997,-0.6634
4.3994,-0.6484
4.3992,-0.6334
4.3989,-0.6829
4.3986,-0.7324
4.3983,-0.6909
4.3981,-0.6493
4.3978,-0.6371
4.3975,-0.6250
4.3972,-0.6128
4.3970,-0.6007
4.3967,-0.5828
4.3964,-0.5650
4.3961,-0.5471
4.3959,-0.5293
4.3956,-0.5310
4.3953,-0.5327
4.3950,-0.5345
4.3948,-0.5362
4.3945,-0.5379
4.3942,-0.5396
4.3939,-0.5413
4.3937,-0.5431
4.3934,-0.5884
4.3931,-0.6338
4.3928,-0.6791
4.3926,-0.7245
4.3923,-0.6503
4.3920,-0.5761
4.3917,-0.5930
4.3915,-0.6099
4.3912,-0.6373
4.3909,-0.6646
4.3906,-0.6920
4.3904,-0.7194
4.3901,-0.7790
4.3898,-0.8386
4.3895,-0.7464
4.3893,-0.6543
4.3890,-0.6589
4.3887,-0.6635
4.3884,-0.5770
4.3882,-0.4905
4.3879,-0.5862
4.3876,-0.6818
4.3873,-0.6864
4.3871,-0.6910
4.3868,-0.6407
4.3865,-0.5904
4.3862,-0.6312
4.3860,-0.6719
4.3857,-0.6785
4.3854,-0.6852
4.3851,-0.6918
4.3849,-0.6984
4.3846,-0.6946
4.3843,-0.6907
4.3840,-0.6869
4.3838,-0.6831
4.3835,-0.6565
4.3832,-0.6299
4.3829,-0.6033
4.3827,-0.5767
4.3824,-0.6012
4.3821,-0.6256
4.3818,-0.6500
4.3816,-0.6744
4.3813,-0.6514
4.3810,-0.6284
4.3807,-0.7572
4.3805,-0.8860
4.3802,-0.8354
4.3799,-0.7849
4.3796,-0.7344
4.3794,-0.6839
4.3791,-0.6960
4.3788,-0.7081
4.3785,-0.7202
4.3783,-0.7323
4.3780,-0.7098
4.3777,-0.6874
4.3774,-0.6649
4.3772,-0.6424
4.3769,-0.6427
4.3766,-0.6430
4.3763,-0.6433
4.3761,-0.6436
4.3758,-0.6629
4.3755,-0.6821
4.3752,-0.7014
4.3750,-0.7207
4.3747,-0.7172
4.3744,-0.7137
4.3741,-0.7102
4.3739,-0.7067
4.3736,-0.6903
4.3733,-0.6740
4.3730,-0.6577
4.3728,-0.6413
4.3725,-0.6478
4.3722,-0.6542
4.3719,-0.6606
4.3717,-0.6671
4.3714,-0.6690
4.3711,-0.6709
4.3708,-0.6729
4.3706,-0.6748
4.3703,-0.6710
4.3700,-0.6673
4.3697,-0.6635
4.3695,-0.6597
4.3692,-0.6040
4.3689,-0.5482
4.3686,-0.5835
4.3684,-0.6188
4.3681,-0.6560
4.3678,-0.6932
4.3675,-0.7304
4.3673,-0.7676
4.3670,-0.7439
4.3667,-0.7201
4.3664,-0.6964
4.3662,-0.6727
4.3659,-0.6622
4.3656,-0.6517
4.3653,-0.6413
4.3651,-0.6308
4.3648,-0.7232
4.3645,-0.8157
4.3642,-0.7564
4.3640,-0.6971
4.3637,-0.6188
4.3634,-0.5405
4.3631,-0.5533
4.3629,-0.5661
4.3626,-0.5447
4.3623,-0.5233
4.3620,-0.5019
4.3618,-0.4806
4.3615,-0.5692
4.3612,-0.6579
4.3609,-0.6555
4.3607,-0.6531
4.3604,-0.6430
4.3601,-0.6329
4.3598,-0.6228
4.3596,-0.6127
4.3593,-0.6196
4.3590,-0.6266
4.3587,-0.6336
4.3585,-0.6405
4.3582,-0.6793
4.3579,-0.7180
4.3576,-0.7567
4.3574,-0.7955
4.3571,-0.7659
4.3568,-0.7364
4.3565,-0.7068
4.3563,-0.6773
4.3560,-0.6722
4.3557,-0.6671
4.3554,-0.6620
4.3552,-0.6569
4.3549,-0.6518
4.3546,-0.6467
4.3543,-0.6416
4.3541,-0.6365
4.3538,-0.6247
4.3535,-0.6130
4.3532,-0.6013
4.3530,-0.5895
4.3527,-0.5778
4.3524,-0.5661
4.3521,-0.5543
4.3519,-0.5426
4.3516,-0.5227
4.3513,-0.5027
4.3510,-0.4828
4.3508,-0.4629
4.3505,-0.4601
4.3502,-0.4572
4.3499,-0.5454
4.3497,-0.6336
4.3494,-0.6417
4.3491,-0.6498
4.3488,-0.6578
4.3486,-0.6659
4.3483,-0.6569
4.3480,-0.6479
4.3477,-0.6389
4.3475,-0.6298
4.3472,-0.6049
4.3469,-0.5800
4.3466,-0.5551
4.3464,-0.5301
4.3461,-0.5280
4.3458,-0.5258
4.3455,-0.5236
4.3453,-0.5215
4.3450,-0.5316
4.3447,-0.5418
4.3444,-0.5520
4.3442,-0.5621
4.3439,-0.5495
4.3436,-0.5370
4.3433,-0.5244
4.3431,-0.5118
4.3428,-0.5186
4.3425,-0.5254
4.3422,-0.5323
4.3420,-0.5391
4.3417,-0.5934
4.3414,-0.6477
4.3411,-0.7020
4.3409,-0.7562
4.3406,-0.7470
4.3403,-0.7377
4.3400,-0.6373
4.3398,-0.5370
4.3395,-0.5562
4.3392,-0.5754
4.3389,-0.5945
4.3387,-0.6137
4.3384,-0.5901
4.3381,-0.5665
4.3378,-0.5428
4.3376,-0.5192
4.3373,-0.5184
4.3370,-0.5175
4.3367,-0.5166
4.3365,-0.5158
4.3362,-0.5358
4.3359,-0.5558
4.3356,-0.5758
4.3354,-0.5958
4.3351,-0.5779
4.3348,-0.5600
4.3345,-0.5420
4.3343,-0.5241
4.3340,-0.5147
4.3337,-0.5054
4.3334,-0.4961
4.3332,-0.4867
4.3329,-0.4395
4.3326,-0.3922
4.3323,-0.3449
4.3321,-0.2976
4.3318,-0.3450
4.3315,-0.3923
4.3312,-0.4396
4.3310,-0.4870
4.3307,-0.4964
4.3304,-0.5058
4.3301,-0.5152
4.3299,-0.5246
4.3296,-0.4968
4.3293,-0.4690
4.3290,-0.4412
4.3288,-0.4135
4.3285,-0.3724
4.3282,-0.3314
4.3279,-0.2903
4.3277,-0.4010
4.3274,-0.5063
4.3271,-0.5205
4.3268,-0.5043
4.3266,-0.4882
4.3263,-0.3904
4.3260,-0.2927
4.3257,-0.2860
4.3255,-0.2794
4.3252,-0.2770
4.3249,-0.2747
4.3246,-0.3634
4.3244,-0.4521
4.3241,-0.4232
4.3238,-0.3943
4.3235,-0.3654
4.3233,-0.3365
4.3230,-0.3790
4.3227,-0.4215
4.3224,-0.4639
4.3222,-0.5064
4.3219,-0.5356
4.3216,-0.5648
4.3213,-0.5940
4.3211,-0.6232
4.3208,-0.5560
4.3205,-0.4888
4.3202,-0.5127
4.3200,-0.5365
4.3197,-0.5092
4.3194,-0.4818
4.3191,-0.4545
4.3189,-0.4271
4.3186,-0.4355
4.3183,-0.4440
4.3180,-0.4524
4.3178,-0.4609
4.3175,-0.4978
4.3172,-0.5347
4.3169,-0.5716
4.3167,-0.6085
4.3164,-0.6314
4.3161,-0.6543
4.3158,-0.5862
4.3156,-0.5180
4.3153,-0.5353
4.3150,-0.5525
4.3147,-0.5697
4.3145,-0.5869
4.3142,-0.5615
4.3139,-0.5360
4.3136,-0.5105
4.3134,-0.4851
4.3131,-0.4179
4.3128,-0.3507
4.3125,-0.2930
4.3123,-0.2353
4.3120,-0.1491
4.3117,-0.2146
4.3114,-0.2517
4.3112,-0.1978
4.3109,-0.2596
4.3106,-0.4124
4.3103,-0.4173
4.3101,-0.4221
4.3098,-0.3805
4.3095,-0.3389
4.3092,-0.3883
4.3090,-0.4378
4.3087,-0.4360
4.3084,-0.4342
4.3081,-0.3717
4.3079,-0.4003
4.3076,-0.4727
4.3073,-0.3934
4.3070,-0.4052
4.3068,-0.4169
4.3065,-0.4192
4.3062,-0.4214
4.3059,-0.4237
4.3057,-0.4259
4.3054,-0.4130
4.3051,-0.4001
4.3048,-0.3928
4.3046,-0.3856
4.3043,-0.3290
4.3040,-0.3635
4.3037,-0.4417
4.3035,-0.3681
4.3032,-0.3043
4.3029,-0.3923
4.3026,-0.4461
4.3024,-0.4089
4.3021,-0.3679
4.3018,-0.4786
4.3015,-0.5496
4.3013,-0.5294
4.3010,-0.5086
4.3007,-0.4877
4.3004,-0.4612
4.3002,-0.4346
4.2999,-0.4441
4.2996,-0.4536
4.2993,-0.4631
4.2991,-0.4726
4.2988,-0.5386
4.2985,-0.6046
4.2982,-0.5796
4.2980,-0.5545
4.2977,-0.4896
4.2974,-0.4247
4.2971,-0.5116
4.2969,-0.5984
4.2966,-0.6367
4.2963,-0.6749
4.2960,-0.6221
4.2958,-0.5693
4.2955,-0.5583
4.2952,-0.5472
4.2949,-0.5361
4.2947,-0.5250
4.2944,-0.5637
4.2941,-0.6023
4.2938,-0.6352
4.2936,-0.6681
4.2933,-0.6423
4.2930,-0.5253
4.2927,-0.4995
4.2925,-0.5646
4.2922,-0.5632
4.2919,-0.5617
4.2916,-0.5660
4.2914,-0.5702
4.2911,-0.5688
4.2908,-0.5673
4.2905,-0.5659
4.2903,-0.5644
4.2900,-0.5631
4.2897,-0.5617
4.2894,-0.5604
4.2892,-0.5591
4.2889,-0.5577
4.2886,-0.5564
4.2883,-0.5608
4.2881,-0.5651
4.2878,-0.5192
4.2875,-0.5643
4.2872,-0.5583
4.2870,-0.5522
4.2867,-0.5461
4.2864,-0.5400
4.2861,-0.5852
4.2859,-0.5393
4.2856,-0.5542
4.2853,-0.5691
4.2850,-0.5840
4.2848,-0.5988
4.2845,-0.5834
4.2842,-0.6590
4.2839,-0.7346
4.2837,-0.7191
4.2834,-0.7049
4.2831,-0.6906
4.2828,-0.6706
4.2826,-0.6507
4.2823,-0.7350
4.2820,-0.8194
4.2817,-0.7520
4.2815,-0.6846
4.2812,-0.7010
4.2809,-0.7174
4.2806,-0.7338
4.2804,-0.7501
4.2801,-0.7210
4.2798,-0.6918
4.2795,-0.6115
4.2793,-0.6221
4.2790,-0.6409
4.2787,-0.6596
4.2784,-0.6784
4.2782,-0.6971
4.2779,-0.7026
4.2776,-0.6170
4.2773,-0.5827
4.2771,-0.5483
4.2768,-0.5333
4.2765,-0.5183
4.2762,-0.5033
4.2760,-0.4883
4.2757,-0.4866
4.2754,-0.4848
4.2751,-0.5400
4.2749,-0.5042
4.2746,-0.4631
4.2743,-0.5131
4.2740,-0.5630
4.2738,-0.5220
4.2735,-0.4809
4.2732,-0.5308
4.2729,-0.5182
4.2727,-0.5056
4.2724,-0.5416
4.2721,-0.4865
4.2718,-0.5737
4.2716,-0.6609
4.2713,-0.6703
4.2710,-0.6798
4.2707,-0.6380
4.2705,-0.6872
4.2702,-0.6794
4.2699,-0.6715
4.2696,-0.6693
4.2694,-0.6671
4.2691,-0.6649
4.2688,-0.6627
4.2685,-0.6605
4.2683,-0.6583
4.2680,-0.6893
4.2677,-0.7204
4.2674,-0.7514
4.2672,-0.7824
4.2669,-0.7072
4.2666,-0.6320
4.2663,-0.5568
4.2661,-0.6334
4.2658,-0.7135
4.2655,-0.7026
4.2652,-0.7524
4.2650,-0.8021
4.2647,-0.8026
4.2644,-0.8030
4.2641,-0.8035
4.2639,-0.8039
4.2636,-0.7908
4.2633,-0.7778
4.2630,-0.7647
4.2628,-0.7516
4.2625,-0.7272
4.2622,-0.7027
4.2619,-0.6783
4.2617,-0.6538
4.2614,-0.6564
4.2611,-0.6590
