x,y
3.0232,6.5636
3.0229,6.5620
3.0227,6.6550
3.0224,6.7480
3.0221,6.7500
3.0218,6.7519
3.0216,6.7425
3.0213,6.7331
3.0210,6.8147
3.0207,6.8963
3.0205,6.9545
3.0202,7.0127
3.0199,6.9798
3.0196,6.9469
3.0194,7.0050
3.0191,7.0632
3.0188,7.1213
3.0185,7.1795
3.0183,7.2749
3.0180,7.3703
3.0177,7.4657
3.0174,7.5610
3.0172,7.5995
3.0169,7.6380
3.0166,7.7675
3.0163,7.8971
3.0161,7.9469
3.0158,7.9968
3.0155,8.1377
3.0152,8.2786
3.0150,8.3835
3.0147,8.4884
3.0144,8.7052
3.0141,9.0130
3.0139,9.2484
3.0136,9.6659
3.0133,10.3205
3.0130,11.1572
3.0128,12.5213
3.0125,14.5532
3.0122,17.6475
3.0119,22.0166
3.0117,26.9794
3.0114,30.7889
3.0111,30.9104
3.0108,26.9646
3.0106,21.8426
3.0103,17.7526
3.0100,15.1500
3.0097,13.5793
3.0095,12.6619
3.0092,12.0481
3.0089,11.7415
3.0086,11.6171
3.0084,11.5553
3.0081,11.4935
3.0078,11.5341
3.0075,11.5748
3.0073,11.6856
3.0070,11.7965
3.0067,11.9073
3.0064,12.0181
3.0062,12.2067
3.0059,12.3953
3.0056,12.4929
3.0053,12.5904
3.0051,12.6567
3.0048,12.7229
3.0045,12.6981
3.0042,12.6733
3.0040,12.5992
3.0037,12.5250
3.0034,12.4509
3.0031,12.3768
3.0029,12.2140
3.0026,12.0511
3.0023,11.8883
3.0020,11.7255
3.0018,11.6499
3.0015,11.5744
3.0012,11.4988
3.0009,11.4233
3.0007,11.3466
3.0004,11.2700
3.0001,11.1934
2.9998,11.1168
2.9996,11.0079
2.9993,10.8990
2.9990,10.8812
2.9987,10.8634
2.9985,10.8598
2.9982,10.8562
2.9979,10.8526
2.9976,10.8490
2.9974,10.8379
2.9971,10.8267
2.9968,10.8155
2.9965,10.8043
2.9963,10.7823
2.9960,10.7602
2.9957,10.8291
2.9954,10.8981
2.9952,10.9500
2.9949,11.0019
2.9946,11.0538
2.9943,11.1057
2.9941,11.0813
2.9938,11.0568
2.9935,11.0324
2.9932,11.0079
2.9930,11.0916
2.9927,11.1753
2.9924,11.1679
2.9921,11.1605
2.9919,11.1574
2.9916,11.1542
2.9913,11.1511
2.9910,11.1479
2.9908,11.1960
2.9905,11.2441
2.9902,11.2922
2.9899,11.3403
2.9897,11.3395
2.9894,11.3387
2.9891,11.3379
2.9888,11.3372
2.9886,11.3706
2.9883,11.4039
2.9880,11.4373
2.9877,11.4707
2.9875,11.5034
2.9872,11.5360
2.9869,11.5687
2.9866,11.6013
2.9864,11.4841
2.9861,11.3669
2.9858,11.4015
2.9855,11.4361
2.9853,11.4588
2.9850,11.4815
2.9847,11.5042
2.9844,11.5269
2.9842,11.5951
2.9839,11.6634
2.9836,11.7316
2.9833,11.7998
2.9831,11.8359
2.9828,11.8720
2.9825,11.8170
2.9822,11.7620
2.9820,11.7393
2.9817,11.7165
2.9814,11.6938
2.9811,11.6711
2.9809,11.6479
2.9806,11.6246
2.9803,11.6014
2.9800,11.5782
2.9798,11.6347
2.9795,11.6912
2.9792,11.6566
2.9789,11.6220
2.9787,11.6868
2.9784,11.7516
2.9781,11.7254
2.9778,11.6992
2.9776,11.6388
2.9773,11.5784
2.9770,11.5180
2.9767,11.4576
2.9765,11.4672
2.9762,11.4768
2.9759,11.4864
2.9756,11.4959
2.9754,11.5055
2.9751,11.5151
2.9748,11.5247
2.9745,11.5342
2.9743,11.4941
2.9740,11.4541
2.9737,11.4140
2.9734,11.3739
2.9732,11.3831
2.9729,11.3923
2.9726,11.4016
2.9723,11.4108
2.9721,11.3823
2.9718,11.3539
2.9715,11.3254
2.9712,11.2969
2.9710,11.2931
2.9707,11.2893
2.9704,11.2855
2.9701,11.2817
2.9699,11.1816
2.9696,11.0816
2.9693,11.0727
2.9690,11.0637
2.9688,11.0149
2.9685,10.9661
2.9682,10.9173
2.9679,10.8685
2.9677,10.8208
2.9674,10.7732
2.9671,10.7256
2.9668,10.6780
2.9666,10.7157
2.9663,10.7535
2.9660,10.7002
2.9657,10.6469
2.9655,10.6053
2.9652,10.5636
2.9649,10.5220
2.9646,10.4804
2.9644,10.4331
2.9641,10.3858
2.9638,10.3385
2.9635,10.2912
2.9633,10.2557
2.9630,10.2203
2.9627,10.1848
2.9624,10.1494
2.9622,10.1139
2.9619,10.0785
2.9616,10.0430
2.9613,10.0076
2.9611,9.9903
2.9608,9.9729
2.9605,9.9556
2.9602,9.9383
2.9600,9.9305
2.9597,9.9227
2.9594,9.8238
2.9591,9.7249
2.9589,9.7078
2.9586,9.6907
2.9583,9.6737
2.9580,9.6566
2.9578,9.5864
2.9575,9.5162
2.9572,9.4460
2.9569,9.3758
2.9567,9.3999
2.9564,9.4241
2.9561,9.3571
2.9558,9.2902
2.9556,9.1948
2.9553,9.0994
2.9550,9.0950
2.9547,9.0907
2.9545,9.0145
2.9542,8.9383
2.9539,8.9531
2.9536,8.9680
2.9534,8.9108
2.9531,8.8536
2.9528,8.7963
2.9525,8.7391
2.9523,8.6876
2.9520,8.6361
2.9517,8.5845
2.9514,8.5330
2.9512,8.4814
2.9509,8.4299
2.9506,8.3727
2.9503,8.3155
2.9501,8.2962
2.9498,8.1859
2.9495,8.0414
2.9492,8.0486
2.9490,8.0749
2.9487,8.1011
2.9484,8.1369
2.9481,8.1726
2.9479,8.1214
2.9476,8.0702
2.9473,8.0190
2.9470,7.9678
2.9468,7.9167
2.9465,7.8655
2.9462,7.8143
2.9459,7.7631
2.9457,7.6770
2.9454,7.5910
2.9451,7.5049
2.9448,7.4189
2.9446,7.3897
2.9443,7.3606
2.9440,7.3315
2.9437,7.3023
2.9435,7.2758
2.9432,7.2493
2.9429,7.2227
2.9426,7.1962
2.9424,7.2019
2.9421,7.2076
2.9418,7.1223
2.9415,7.0370
2.9413,7.0138
2.9410,6.9906
2.9407,6.9673
2.9404,6.9441
2.9402,6.8431
2.9399,6.7422
2.9396,6.6412
2.9393,6.5402
2.9391,6.5463
2.9388,6.5524
2.9385,6.5586
2.9382,6.5647
2.9380,6.5215
2.9377,6.4783
2.9374,6.4352
2.9371,6.3920
2.9369,6.3535
2.9366,6.3151
2.9363,6.2766
2.9360,6.2382
2.9358,6.2130
2.9355,6.1878
2.9352,6.1627
2.9349,6.1375
2.9347,6.1524
2.9344,6.1673
2.9341,6.0912
2.9338,6.0150
2.9336,6.0375
2.9333,6.0600
2.9330,6.0825
2.9327,6.1050
2.9325,6.0237
2.9322,5.9423
2.9319,5.9520
2.9316,5.9617
2.9314,5.7930
2.9311,5.6244
2.9308,5.6075
2.9305,5.5907
2.9303,5.5181
2.9300,5.4455
2.9297,5.3729
2.9294,5.3003
2.9292,5.3017
2.9289,5.3031
2.9286,5.3045
2.9283,5.3059
2.9281,5.2399
2.9278,5.1740
2.9275,5.1080
2.9272,5.0421
2.9270,4.9951
2.9267,4.9481
2.9264,4.9011
2.9261,4.8541
2.9259,4.8381
2.9256,4.8221
2.9253,4.8060
2.9250,4.7900
2.9248,4.7986
2.9245,4.8072
2.9242,4.7343
2.9239,4.6613
2.9237,4.5732
2.9234,4.6369
2.9231,4.6151
2.9228,4.5934
2.9226,4.5660
2.9223,4.5386
2.9220,4.5112
2.9217,4.4837
2.9215,4.5028
2.9212,4.5219
2.9209,4.3891
2.9206,4.2564
2.9204,4.2091
2.9201,4.1618
2.9198,4.1144
2.9195,4.0671
2.9193,4.0425
2.9190,4.0179
2.9187,3.9877
2.9184,3.9574
2.9182,3.9461
2.9179,3.8438
2.9176,3.7414
2.9173,3.7301
2.9171,3.7198
2.9168,3.7094
2.9165,3.7048
2.9162,3.7001
2.9160,3.6727
2.9157,3.6453
2.9154,3.6179
2.9151,3.5904
2.9149,3.5972
2.9146,3.6039
2.9143,3.6106
2.9140,3.6174
2.9138,3.5254
2.9135,3.4335
2.9132,3.3416
2.9129,3.2497
2.9127,3.2617
2.9124,3.2738
2.9121,3.2859
2.9118,3.2979
2.9116,3.2778
2.9113,3.2576
2.9110,3.2431
2.9107,3.2286
2.9105,3.1230
2.9102,3.1085
2.9099,3.1851
2.9096,3.1706
2.9094,3.1239
2.9091,3.0771
2.9088,3.0247
2.9085,2.9722
2.9083,2.9167
2.9080,2.8612
2.9077,2.8057
2.9074,2.7502
2.9072,2.7686
2.9069,2.7871
2.9066,2.7486
2.9063,2.8013
2.9061,2.8425
2.9058,2.7927
2.9055,2.7997
2.9052,2.8068
2.9050,2.8082
2.9047,2.8096
2.9044,2.8110
2.9041,2.8124
2.9039,2.7705
2.9036,2.7286
2.9033,2.6298
2.9030,2.6220
2.9028,2.6142
2.9025,2.5154
2.9022,2.4735
2.9019,2.4316
2.9017,2.3911
2.9014,2.3506
2.9011,2.3670
2.9008,2.2924
2.9006,2.2652
2.9003,2.3290
2.9000,2.3265
2.8997,2.3239
2.8995,2.4175
2.8992,2.3594
2.8989,2.3012
2.8986,2.2430
2.8984,2.1242
2.8981,2.0964
2.8978,2.1084
2.8975,2.1204
2.8973,2.0988
2.8970,2.0772
2.8967,2.0043
2.8964,2.0225
2.8962,2.0331
2.8959,2.0437
2.8956,2.0600
2.8953,2.0763
2.8951,2.0902
2.8948,2.1041
2.8945,2.1693
2.8942,2.1433
2.8940,2.1212
2.8937,2.0990
2.8934,2.0769
2.8931,2.0548
2.8929,1.9975
2.8926,2.0313
2.8923,2.1107
2.8920,2.1900
2.8918,2.1897
2.8915,2.2805
2.8912,2.4110
2.8909,2.5416
2.8907,2.5965
2.8904,2.6515
2.8901,2.7064
2.8898,2.7613
2.8896,2.6986
2.8893,2.6359
2.8890,2.4822
2.8887,2.3284
2.8885,2.2344
2.8882,2.1404
2.8879,2.0464
2.8876,1.9524
2.8874,1.8755
2.8871,1.7986
2.8868,1.7217
2.8865,1.6448
2.8863,1.6210
2.8860,1.5971
2.8857,1.5733
2.8854,1.5495
2.8852,1.5789
2.8849,1.6082
2.8846,1.6375
2.8843,1.6668
2.8841,1.6572
2.8838,1.6477
2.8835,1.6381
2.8832,1.6285
2.8830,1.6417
2.8827,1.6549
2.8824,1.5770
2.8821,1.4992
2.8819,1.5828
2.8816,1.6664
2.8813,1.6590
2.8810,1.6515
2.8808,1.6156
2.8805,1.5797
2.8802,1.6349
2.8799,1.6900
2.8797,1.7210
2.8794,1.7520
2.8791,1.7830
2.8788,1.8139
2.8786,1.8601
2.8783,1.9063
2.8780,1.9524
2.8777,1.9986
2.8775,1.9790
2.8772,1.9595
2.8769,2.0917
2.8766,2.2240
2.8764,2.3543
2.8761,2.4846
2.8758,2.6150
2.8755,2.7453
2.8753,2.9790
2.8750,3.2127
2.8747,3.4465
2.8744,3.6802
2.8742,3.9139
2.8739,4.1477
2.8736,4.3814
2.8733,4.6151
2.8731,4.6454
2.8728,4.6756
2.8725,4.7059
2.8722,4.7362
2.8720,4.7835
2.8717,4.8308
2.8714,4.7264
2.8711,4.6220
2.8709,4.5493
2.8706,4.4767
2.8703,4.4040
2.8700,4.3314
2.8698,4.1809
2.8695,4.0305
2.8692,3.8801
2.8689,3.7296
2.8687,3.5343
2.8684,3.3390
2.8681,3.1437
2.8678,2.9484
2.8676,2.6544
2.8673,2.3605
2.8670,2.0665
2.8667,1.7726
2.8665,1.7508
2.8662,1.7291
2.8659,1.7074
2.8656,1.6857
2.8654,1.7019
2.8651,1.7181
2.8648,1.7343
2.8645,1.7505
2.8643,1.6854
2.8640,1.6203
2.8637,1.5551
2.8634,1.4900
2.8632,1.4021
2.8629,1.3142
2.8626,1.2264
2.8623,1.1385
2.8621,1.1777
2.8618,1.2169
2.8615,1.2561
2.8612,1.2953
2.8610,1.4123
2.8607,1.5293
2.8604,1.6463
2.8601,1.7633
2.8599,1.8141
2.8596,1.8649
2.8593,2.0675
2.8590,2.2701
2.8588,2.3133
2.8585,2.3565
2.8582,2.2480
2.8579,2.1394
2.8577,1.9697
2.8574,1.8000
2.8571,1.6302
2.8568,1.4605
2.8566,1.3287
2.8563,1.1969
2.8560,1.1562
2.8557,1.1155
2.8555,1.0543
2.8552,0.9932
2.8549,0.9321
2.8546,0.8710
2.8544,0.8212
2.8541,0.7715
2.8538,0.7218
2.8535,0.6720
2.8533,0.6228
2.8530,0.5735
2.8527,0.6153
2.8524,0.6571
2.8522,0.6856
2.8519,0.7141
2.8516,0.7369
2.8513,0.7598
2.8511,0.7830
2.8508,0.7152
2.8505,0.6987
2.8502,0.6821
2.8500,0.6276
2.8497,0.5731
2.8494,0.4673
2.8491,0.4527
2.8489,0.4124
2.8486,0.3721
2.8483,0.3375
2.8480,0.3029
2.8478,0.2911
2.8475,0.2793
2.8472,0.2978
2.8469,0.4074
2.8467,0.4180
2.8464,0.2768
2.8461,0.1754
2.8458,0.1651
2.8456,0.1530
2.8453,0.1408
2.8450,0.1286
2.8447,0.1164
2.8445,0.1887
2.8442,0.1698
2.8439,0.2022
2.8436,0.2346
2.8434,0.2082
2.8431,0.1818
2.8428,0.1554
2.8425,0.1290
2.8423,0.1202
2.8420,0.1113
2.8417,0.1025
2.8414,0.0937
2.8412,0.1379
2.8409,0.1822
2.8406,0.2265
2.8403,0.2708
2.8401,0.2525
2.8398,0.2342
2.8395,0.2101
2.8392,0.1861
2.8390,0.1906
2.8387,0.1040
2.8384,0.0174
2.8381,0.0218
2.8378,0.0941
2.8376,0.1663
2.8373,0.2045
2.8370,0.1515
2.8367,0.1175
2.8365,0.0836
2.8362,0.0439
2.8359,0.0043
2.8356,-0.0169
2.8354,-0.0381
2.8351,-0.0592
2.8348,-0.0804
2.8345,-0.0485
2.8343,-0.0165
2.8340,-0.0358
2.8337,0.0360
2.8334,0.1025
2.8332,0.1690
2.8329,0.1558
2.8326,0.1426
2.8323,0.1294
2.8321,0.2073
2.8318,0.2339
2.8315,0.2606
2.8312,0.2531
2.8310,0.2456
2.8307,0.2381
2.8304,0.2306
2.8301,0.2231
2.8299,0.2156
2.8296,0.2138
2.8293,0.2120
2.8290,0.2065
2.8288,0.2921
2.8285,0.3264
2.8282,0.3608
2.8279,0.3629
2.8277,0.3650
2.8274,0.3671
2.8271,0.3692
2.8268,0.3357
2.8266,0.3023
2.8263,0.2688
2.8260,0.2353
2.8257,0.1848
2.8255,0.1343
2.8252,0.0837
2.8249,0.0332
2.8246,-0.0316
2.8244,-0.0965
2.8241,-0.0702
2.8238,-0.0440
2.8235,-0.0671
2.8233,-0.0902
2.8230,-0.0222
2.8227,0.0458
2.8224,0.0687
2.8222,0.0916
2.8219,0.1145
2.8216,0.1374
2.8213,0.1660
2.8211,0.1946
2.8208,0.2744
2.8205,0.2632
2.8202,0.1903
2.8200,0.1174
2.8197,0.1299
2.8194,0.1424
2.8191,0.0866
2.8189,0.0308
2.8186,-0.0156
2.8183,-0.0619
2.8180,-0.1414
2.8178,-0.0692
2.8175,0.0087
2.8172,0.0867
2.8169,0.1228
2.8167,0.1590
2.8164,0.1952
2.8161,0.2314
2.8158,0.1828
2.8156,0.1341
2.8153,0.0855
2.8150,0.0369
2.8147,0.0262
2.8145,0.0155
2.8142,0.0048
2.8139,-0.0059
2.8136,-0.0745
2.8134,-0.1431
2.8131,-0.2116
2.8128,-0.2802
2.8125,-0.2653
2.8123,-0.2504
2.8120,-0.2355
2.8117,-0.2206
2.8114,-0.2052
2.8112,-0.1898
2.8109,-0.1744
2.8106,-0.1590
2.8103,-0.0867
2.8101,-0.0144
2.8098,-0.0332
2.8095,-0.0519
2.8092,-0.0807
2.8090,-0.1094
2.8087,-0.0471
2.8084,0.0153
2.8081,0.1099
2.8079,0.2045
2.8076,0.2080
2.8073,0.2115
2.8070,0.1990
2.8068,0.1865
2.8065,0.1740
2.8062,0.1615
2.8059,0.1110
2.8057,0.0606
2.8054,0.0101
2.8051,-0.0403
2.8048,-0.0837
2.8046,-0.1270
2.8043,-0.0793
2.8040,-0.0316
2.8037,-0.0635
2.8035,-0.0955
2.8032,-0.1274
2.8029,-0.1594
2.8026,-0.1156
2.8024,-0.0718
2.8021,-0.1190
2.8018,-0.1662
2.8015,-0.1623
2.8013,-0.1583
2.8010,-0.1543
2.8007,-0.1504
2.8004,-0.1658
2.8002,-0.1813
2.7999,-0.1968
2.7996,-0.2123
2.7993,-0.2657
2.7991,-0.3191
2.7988,-0.3725
2.7985,-0.4259
2.7982,-0.4544
2.7980,-0.4828
2.7977,-0.5113
2.7974,-0.5397
2.7971,-0.5151
2.7969,-0.4904
2.7966,-0.4658
2.7963,-0.4411
2.7960,-0.4169
2.7958,-0.3927
2.7955,-0.3685
2.7952,-0.3443
2.7949,-0.3145
2.7947,-0.2846
2.7944,-0.2547
2.7941,-0.2248
2.7938,-0.2385
2.7936,-0.2521
2.7933,-0.1747
2.7930,-0.0972
2.7927,-0.0881
2.7925,-0.0790
2.7922,-0.0699
2.7919,-0.0607
2.7916,-0.0236
2.7914,0.0135
2.7911,0.1417
2.7908,0.2698
2.7905,0.4549
2.7903,0.6400
2.7900,0.9162
2.7897,1.1923
2.7894,1.6862
2.7892,2.1801
2.7889,2.6741
2.7886,3.1680
2.7883,3.6069
2.7881,4.0458
2.7878,4.3216
2.7875,4.2938
2.7872,4.0346
2.7870,3.7754
2.7867,3.3454
2.7864,2.9154
2.7861,2.4589
2.7859,2.0024
2.7856,1.6483
2.7853,1.2943
2.7850,0.9053
2.7848,0.6985
2.7845,0.6017
2.7842,0.5050
2.7839,0.3532
2.7837,0.2014
2.7834,0.1406
2.7831,0.0799
2.7828,0.0068
2.7826,-0.0662
2.7823,-0.1393
2.7820,-0.2124
2.7817,-0.2361
2.7815,-0.2599
2.7812,-0.2836
2.7809,-0.3073
2.7806,-0.4172
2.7804,-0.5270
2.7801,-0.5458
2.7798,-0.5645
2.7795,-0.5415
2.7793,-0.5186
2.7790,-0.4956
2.7787,-0.4726
2.7784,-0.4440
2.7782,-0.4153
2.7779,-0.4777
2.7776,-0.5401
2.7773,-0.5285
2.7771,-0.5169
2.7768,-0.5053
2.7765,-0.4937
2.7762,-0.4686
2.7760,-0.4435
2.7757,-0.4184
2.7754,-0.3933
2.7751,-0.3910
2.7749,-0.3886
2.7746,-0.3863
2.7743,-0.3839
2.7740,-0.3721
2.7738,-0.3603
2.7735,-0.3485
2.7732,-0.3366
2.7729,-0.3077
2.7727,-0.2788
2.7724,-0.1892
2.7721,-0.1907
2.7718,-0.2374
2.7716,-0.1325
2.7713,-0.1185
2.7710,-0.1046
2.7707,-0.0584
2.7705,-0.0122
2.7702,0.0340
2.7699,0.0801
2.7696,0.0511
2.7694,0.0222
2.7691,-0.0068
2.7688,-0.0358
2.7685,-0.0534
2.7683,-0.0710
2.7680,-0.0886
2.7677,-0.1063
2.7674,-0.1241
2.7672,-0.1419
2.7669,-0.1598
2.7666,-0.1776
2.7663,-0.1054
2.7661,-0.0331
2.7658,0.0847
2.7655,0.0507
2.7652,-0.0257
2.7650,-0.0110
2.7647,0.0434
2.7644,0.0979
2.7641,0.0253
2.7639,0.1044
2.7636,0.1039
2.7633,0.0123
2.7630,-0.0979
2.7628,-0.2081
2.7625,-0.1722
2.7622,-0.1364
2.7619,-0.1261
2.7617,-0.1159
2.7614,-0.1056
2.7611,-0.0953
2.7608,-0.0547
2.7606,-0.0141
2.7603,-0.0646
2.7600,-0.1150
2.7597,-0.1750
2.7595,-0.2349
2.7592,-0.3404
2.7589,-0.4458
2.7586,-0.4136
2.7584,-0.3814
2.7581,-0.3948
2.7578,-0.4081
2.7575,-0.4262
2.7573,-0.4443
2.7570,-0.5079
2.7567,-0.5715
2.7564,-0.5002
2.7562,-0.4289
2.7559,-0.3576
2.7556,-0.2862
2.7553,-0.2557
2.7551,-0.2252
2.7548,-0.1946
2.7545,-0.1641
2.7542,-0.1087
2.7540,-0.0534
2.7537,0.0020
2.7534,0.0574
2.7531,0.1241
2.7529,0.1909
2.7526,0.2576
2.7523,0.3244
2.7520,0.3525
2.7518,0.3806
2.7515,0.4087
2.7512,0.4368
2.7509,0.4649
2.7507,0.4930
2.7504,0.5211
2.7501,0.5492
2.7498,0.5366
2.7496,0.5241
2.7493,0.5115
2.7490,0.4989
2.7487,0.5034
2.7485,0.5079
2.7482,0.5124
2.7479,0.5169
2.7476,0.5283
2.7474,0.5397
2.7471,0.4600
2.7468,0.3803
2.7465,0.3405
2.7463,0.3007
2.7460,0.3121
2.7457,0.3234
2.7454,0.2672
2.7452,0.3020
2.7449,0.3312
2.7446,0.3603
2.7443,0.3895
2.7441,0.4186
2.7438,0.4478
2.7435,0.4769
2.7432,0.4608
2.7430,0.4446
2.7427,0.3374
2.7424,0.2302
2.7421,0.1515
2.7419,0.0727
2.7416,0.0338
2.7413,0.0859
2.7410,0.0948
2.7408,0.1037
2.7405,0.0575
2.7402,0.1025
2.7399,0.1512
2.7397,0.0481
2.7394,-0.1119
2.7391,-0.1808
2.7388,-0.0657
2.7386,-0.0416
2.7383,-0.1124
2.7380,-0.1832
2.7377,-0.2208
2.7375,-0.2585
2.7372,-0.3018
2.7369,-0.3450
2.7366,-0.3154
2.7364,-0.3769
2.7361,-0.4326
2.7358,-0.4884
2.7355,-0.4531
2.7353,-0.4178
2.7350,-0.4735
2.7347,-0.5293
2.7344,-0.4997
2.7342,-0.4701
2.7339,-0.4860
2.7336,-0.5019
2.7333,-0.4562
2.7331,-0.4104
2.7328,-0.2736
2.7325,-0.1368
2.7322,-0.0527
2.7320,0.0315
2.7317,0.0246
2.7314,0.0176
2.7311,0.0496
2.7309,0.0816
2.7306,0.0681
2.7303,0.0545
2.7300,0.0830
2.7298,0.1114
2.7295,0.1000
2.7292,-0.0025
2.7289,-0.0623
2.7287,-0.1221
2.7284,-0.0908
2.7281,-0.0595
2.7278,-0.0982
2.7276,-0.0457
2.7273,0.0466
2.7270,0.1389
2.7267,0.2236
2.7265,0.3083
2.7262,0.3930
2.7259,0.4778
2.7256,0.5447
2.7254,0.6116
2.7251,0.5875
2.7248,0.5633
2.7245,0.5506
2.7243,0.5378
2.7240,0.4738
2.7237,0.4099
2.7234,0.3841
2.7232,0.2672
2.7229,0.1959
2.7226,0.2156
2.7223,0.2012
2.7221,0.1868
2.7218,0.0927
2.7215,-0.0014
2.7212,-0.0988
2.7210,-0.1052
2.7207,-0.1172
2.7204,-0.2203
2.7201,-0.2437
2.7199,-0.3582
2.7196,-0.4272
2.7193,-0.4961
2.7190,-0.5632
2.7188,-0.6303
2.7185,-0.6917
2.7182,-0.7530
2.7179,-0.7822
2.7177,-0.7203
2.7174,-0.6583
2.7171,-0.6875
2.7168,-0.6903
2.7166,-0.6931
2.7163,-0.6106
2.7160,-0.5280
2.7157,-0.5450
2.7155,-0.5621
2.7152,-0.5336
2.7149,-0.5051
2.7146,-0.5146
2.7144,-0.5240
2.7141,-0.5904
2.7138,-0.5657
2.7135,-0.4926
2.7133,-0.5106
2.7130,-0.6140
2.7127,-0.6263
2.7124,-0.6521
2.7122,-0.6779
2.7119,-0.6981
2.7116,-0.7182
2.7113,-0.7573
2.7111,-0.7964
2.7108,-0.7444
2.7105,-0.6925
2.7102,-0.6799
2.7100,-0.6674
2.7097,-0.6549
2.7094,-0.6424
2.7091,-0.6508
2.7089,-0.6591
2.7086,-0.6732
2.7083,-0.5962
2.7080,-0.4988
2.7078,-0.4014
2.7075,-0.3533
2.7072,-0.3963
2.7069,-0.3890
2.7067,-0.3817
2.7064,-0.3346
2.7061,-0.2874
2.7058,-0.1962
2.7056,-0.1049
2.7053,-0.0649
2.7050,0.0661
2.7047,0.1365
2.7045,0.2069
2.7042,0.2317
2.7039,0.3476
2.7036,0.5091
2.7034,0.6705
2.7031,0.9135
2.7028,1.1565
2.7025,1.4479
2.7023,1.7393
2.7020,1.9187
2.7017,2.0982
2.7014,2.2451
2.7012,2.3010
2.7009,2.2961
2.7006,2.2913
2.7003,2.2846
2.7001,2.1868
2.6998,2.0036
2.6995,1.8205
2.6992,1.5965
2.6990,1.3726
2.6987,1.1638
2.6984,0.8640
2.6981,0.5376
2.6979,0.3630
2.6976,0.2092
2.6973,0.0555
2.6970,-0.0085
2.6968,0.0185
2.6965,0.0001
2.6962,-0.1095
2.6959,-0.1678
2.6957,-0.2261
2.6954,-0.2901
2.6951,-0.3541
2.6948,-0.3597
2.6946,-0.3654
2.6943,-0.3710
2.6940,-0.3767
2.6937,-0.3795
2.6935,-0.3823
2.6932,-0.3852
2.6929,-0.3880
2.6926,-0.3512
2.6924,-0.3143
2.6921,-0.2320
2.6918,-0.1496
2.6915,-0.1764
2.6913,-0.2031
2.6910,-0.1597
2.6907,-0.1162
2.6904,-0.0334
2.6902,-0.0416
2.6899,-0.0954
2.6896,-0.0581
2.6893,-0.0502
2.6891,-0.0423
2.6888,-0.0174
2.6885,-0.0835
2.6882,-0.0852
2.6880,0.0041
2.6877,0.0878
2.6874,0.0804
2.6871,0.0132
2.6869,-0.0540
2.6866,-0.1325
2.6863,-0.2111
2.6860,-0.2042
2.6858,-0.2885
2.6855,-0.3727
2.6852,-0.3659
2.6849,-0.3477
2.6847,-0.3295
2.6844,-0.4062
2.6841,-0.4828
2.6838,-0.4550
2.6836,-0.3362
2.6833,-0.3654
2.6830,-0.3034
2.6827,-0.2311
2.6825,-0.1587
2.6822,-0.1262
2.6819,-0.0937
2.6816,-0.0327
2.6814,0.0283
2.6811,0.0892
2.6808,0.1502
2.6805,0.1789
2.6803,0.2077
2.6800,0.2364
2.6797,0.2651
2.6794,0.2002
2.6792,0.1352
2.6789,0.2069
2.6786,0.2785
2.6783,0.3359
2.6781,0.3933
2.6778,0.5020
2.6775,0.5195
2.6772,0.5959
2.6770,0.6723
2.6767,0.7487
2.6764,0.8251
2.6761,1.0485
2.6759,1.3630
2.6756,1.6262
2.6753,1.8895
2.6750,2.1966
2.6748,2.5037
2.6745,2.7046
2.6742,2.9055
2.6739,3.0542
2.6737,3.2029
2.6734,3.2454
2.6731,3.2879
2.6728,3.2618
2.6726,3.2358
2.6723,3.2552
2.6720,3.2747
2.6717,3.2686
2.6715,3.2624
2.6712,3.2563
2.6709,3.2502
2.6706,3.2010
2.6704,3.1518
2.6701,3.0267
2.6698,2.9017
2.6695,2.7605
2.6693,2.6193
2.6690,2.4023
2.6687,2.1852
2.6684,1.9674
2.6682,1.7496
2.6679,1.4863
2.6676,1.2230
2.6673,0.9597
2.6671,0.6964
2.6668,0.5697
2.6665,0.4430
2.6662,0.3706
2.6660,0.2983
2.6657,0.2715
2.6654,0.2447
2.6651,0.2340
2.6649,0.2234
2.6646,0.2127
2.6643,0.2020
2.6640,0.2786
2.6638,0.3552
2.6635,0.3559
2.6632,0.3566
2.6629,0.3849
2.6627,0.4131
2.6624,0.3654
2.6621,0.3177
2.6618,0.3158
2.6616,0.3139
2.6613,0.2362
2.6610,0.1584
2.6607,0.1110
2.6605,0.0635
2.6602,0.0616
2.6599,0.0597
2.6596,0.0484
2.6594,0.0370
2.6591,-0.0503
2.6588,-0.1376
2.6585,-0.0702
2.6583,-0.0029
2.6580,0.0190
2.6577,0.0408
2.6574,0.1078
2.6572,0.1748
2.6569,0.2417
2.6566,0.3087
2.6563,0.3956
2.6561,0.4826
2.6558,0.5695
2.6555,0.6564
2.6552,0.5671
2.6550,0.4778
2.6547,0.3885
2.6544,0.2992
2.6541,0.2612
2.6539,0.2231
2.6536,0.2610
2.6533,0.2988
2.6530,0.4098
2.6528,0.5207
2.6525,0.5558
2.6522,0.5909
2.6519,0.7076
2.6517,0.8243
2.6514,0.8954
2.6511,0.9665
2.6508,0.9459
2.6506,0.9253
2.6503,0.8591
2.6500,0.7930
2.6497,0.7496
2.6495,0.7062
2.6492,0.6628
2.6489,0.6194
2.6486,0.6076
2.6484,0.5957
2.6481,0.5839
2.6478,0.5721
